categories,similarity_score
same_genre,0
same_genre,0
same_genre,0.11
same_genre,0.08
same_genre,0.09
same_genre,0.04
same_genre,0.03
same_genre,0.02
same_genre,0.07
same_genre,0.08
same_genre,0.23
same_genre,0.02
same_genre,0.13
same_genre,0.15
same_genre,0.19
same_genre,0.08
same_genre,0.12
same_genre,0.07
same_genre,0.01
same_genre,0.09
same_genre,0
same_genre,0.02
same_genre,0.17
same_genre,0
same_genre,0.09
same_genre,0.14
same_genre,0.02
same_genre,0.06
same_genre,0.07
same_genre,0.04
same_genre,0.06
same_genre,0.29
same_genre,0.01
same_genre,0.2
same_genre,0.03
same_genre,0.18
same_genre,0.02
same_genre,0.06
same_genre,0.12
same_genre,0.06
same_genre,0.03
same_genre,0.06
same_genre,0.09
same_genre,0.1
same_genre,0.05
same_genre,0.05
same_genre,0.02
same_genre,0.01
same_genre,0.08
same_genre,0.06
same_genre,0.04
same_genre,0.06
same_genre,0.04
same_genre,0.03
same_genre,0.07
same_genre,0.09
same_genre,0.03
same_genre,0.12
same_genre,0.09
same_genre,0.11
same_genre,0.07
same_genre,0.06
same_genre,0.08
same_genre,0.06
same_genre,0.06
same_genre,0.03
same_genre,0.16
same_genre,0.16
same_genre,-0.02
same_genre,-0.01
same_genre,0.04
same_genre,0.15
same_genre,0.08
same_genre,0.02
same_genre,0.08
same_genre,0.05
same_genre,0.05
same_genre,0.11
same_genre,0.08
same_genre,0.18
same_genre,0.06
same_genre,0.07
same_genre,0.13
same_genre,0.08
same_genre,-0.03
same_genre,0.04
same_genre,0.09
same_genre,0.32
same_genre,0.11
same_genre,0.09
same_genre,0.15
same_genre,0.05
same_genre,0.25
same_genre,0.16
same_genre,0.11
same_genre,0.02
same_genre,0.13
same_genre,0.03
same_genre,0.2
same_genre,0.34
same_genre,0.13
same_genre,0.1
same_genre,0.07
same_genre,0.04
same_genre,0.01
same_genre,0.16
same_genre,0.18
same_genre,0.19
same_genre,0.05
same_genre,0.15
same_genre,0.12
same_genre,0.36
same_genre,0.09
same_genre,0.08
same_genre,0.03
same_genre,0.19
same_genre,0.05
same_genre,0.17
same_genre,0.3
same_genre,0.15
same_genre,0.01
same_genre,0.27
same_genre,0.25
same_genre,0.07
same_genre,0.12
same_genre,0.14
same_genre,0.04
same_genre,-0.01
same_genre,0.07
same_genre,0.07
same_genre,0.09
same_genre,0.1
same_genre,0.13
same_genre,0.08
same_genre,0.12
same_genre,0.09
same_genre,0.02
same_genre,0.1
same_genre,0.09
same_genre,0.12
same_genre,0.07
same_genre,0.46
same_genre,0.06
same_genre,0.05
same_genre,0.15
same_genre,0.14
same_genre,0.08
same_genre,0.1
same_genre,-0.02
same_genre,0.21
same_genre,0.08
same_genre,0.14
same_genre,0.16
same_genre,0.13
same_genre,0.02
same_genre,0.22
same_genre,0.08
same_genre,-0.07
same_genre,0.13
same_genre,-0.06
same_genre,0.14
same_genre,0.1
same_genre,0.11
same_genre,0.04
same_genre,0.07
same_genre,0.06
same_genre,0.07
same_genre,0.04
same_genre,0.07
same_genre,0.21
same_genre,0.1
same_genre,0.08
same_genre,0.03
same_genre,0.01
same_genre,0.01
same_genre,0.3
same_genre,0.18
same_genre,-0.01
same_genre,0.09
same_genre,0.06
same_genre,0.1
same_genre,0.08
same_genre,0.09
same_genre,0.04
same_genre,0.05
same_genre,0.23
same_genre,0.08
same_genre,0.17
same_genre,0.06
same_genre,0.07
same_genre,0.08
same_genre,0.02
same_genre,0.05
same_genre,0.15
same_genre,0.08
same_genre,0.1
same_genre,0.18
same_genre,0.06
same_genre,0.29
same_genre,0.22
same_genre,0.03
same_genre,0.19
same_genre,0.06
same_genre,0.01
same_genre,0.08
same_genre,0.14
same_genre,0.21
same_genre,0.17
same_genre,0.01
same_genre,0.1
same_genre,0.1
same_genre,0.06
same_genre,0.11
same_genre,0.2
same_genre,0.07
same_genre,0.05
same_genre,0.03
same_genre,0.13
same_genre,-0.03
same_genre,0.13
same_genre,0.15
same_genre,0.07
same_genre,0.07
same_genre,0.13
same_genre,0.06
same_genre,0.19
same_genre,0.09
same_genre,0.06
same_genre,0.05
same_genre,0.02
same_genre,0.06
same_genre,0.03
same_genre,0.19
same_genre,0.12
same_genre,0.11
same_genre,0.12
same_genre,0.14
same_genre,0.04
same_genre,0.05
same_genre,0.06
same_genre,0.07
same_genre,0.04
same_genre,0.1
same_genre,0.02
same_genre,0.05
same_genre,0.04
same_genre,0.03
same_genre,0.09
same_genre,0.1
same_genre,0.22
same_genre,0.01
same_genre,0.11
same_genre,0.02
same_genre,0.03
same_genre,-0.01
same_genre,0.03
same_genre,0.08
same_genre,0.17
same_genre,0.04
same_genre,0.05
same_genre,0.07
same_genre,0.22
same_genre,0.03
same_genre,0.03
same_genre,0.03
same_genre,0.22
same_genre,0.01
same_genre,0.12
same_genre,0.07
same_genre,0.22
same_genre,0.07
same_genre,0.07
same_genre,0.32
same_genre,-0.02
same_genre,0.05
same_genre,0.04
same_genre,0.14
same_genre,0.06
same_genre,0.08
same_genre,0.11
same_genre,0.07
same_genre,0.04
same_genre,0.09
same_genre,0.06
same_genre,0.07
same_genre,0.03
same_genre,0.01
same_genre,0.05
same_genre,0.09
same_genre,0.07
same_genre,0.13
same_genre,0.08
same_genre,0.08
same_genre,0.07
same_genre,0.05
same_genre,0.09
same_genre,0.03
same_genre,0.18
same_genre,0.06
same_genre,0.08
same_genre,0.05
same_genre,0.06
same_genre,0.09
same_genre,0.07
same_genre,0.06
same_genre,0.03
same_genre,0.15
same_genre,0.19
same_genre,0.25
same_genre,0.02
same_genre,0.16
same_genre,0.11
same_genre,0.18
same_genre,0.2
same_genre,0.1
same_genre,0.14
same_genre,0.07
same_genre,0.15
same_genre,0.08
same_genre,0.21
same_genre,0.06
same_genre,0.08
same_genre,0.26
same_genre,0.1
same_genre,0.18
same_genre,0.18
same_genre,0.08
same_genre,0.09
same_genre,0.18
same_genre,0.07
same_genre,0.12
same_genre,0.1
same_genre,0.02
same_genre,0.18
same_genre,0.08
same_genre,0.18
same_genre,0.08
same_genre,0.01
same_genre,0.14
same_genre,0.05
same_genre,0.18
same_genre,0.12
same_genre,0.13
same_genre,0.15
same_genre,0.04
same_genre,0.1
same_genre,0.25
same_genre,0.26
same_genre,0.16
same_genre,0.09
same_genre,0.06
same_genre,0.04
same_genre,0.14
same_genre,0.03
same_genre,0.03
same_genre,0.17
same_genre,0.03
same_genre,0.13
same_genre,0.08
same_genre,0.05
same_genre,0.06
same_genre,0.11
same_genre,0.01
same_genre,0.09
same_genre,0.16
same_genre,0.06
same_genre,0.18
same_genre,0.04
same_genre,0.15
same_genre,0.06
same_genre,0.03
same_genre,0.25
same_genre,0.08
same_genre,0.12
same_genre,0.12
same_genre,0.23
same_genre,0.14
same_genre,0.04
same_genre,0.08
same_genre,0.09
same_genre,0.03
same_genre,0.01
same_genre,0.08
same_genre,0.34
same_genre,0.03
same_genre,0.17
same_genre,0.17
same_genre,0.03
same_genre,0.15
same_genre,0.07
same_genre,0.09
same_genre,0.16
same_genre,0.03
same_genre,0.07
same_genre,0.37
same_genre,0.21
same_genre,0
same_genre,0.19
same_genre,0.05
same_genre,0.19
same_genre,0.09
same_genre,0.14
same_genre,0.17
same_genre,0.13
same_genre,-0.01
same_genre,0.28
same_genre,0.23
same_genre,0.08
same_genre,0.04
same_genre,0.11
same_genre,0.08
same_genre,0.29
same_genre,0.08
same_genre,0.26
same_genre,-0.01
same_genre,0.13
same_genre,0.06
same_genre,0.02
same_genre,0.29
same_genre,0.01
same_genre,0.08
same_genre,0.07
same_genre,0.05
same_genre,0.07
same_genre,0.13
same_genre,0.02
same_genre,0.11
same_genre,0.29
same_genre,0.01
same_genre,0.17
same_genre,0.01
same_genre,0.21
same_genre,0.01
same_genre,0.05
same_genre,0.19
same_genre,0.29
same_genre,0.18
same_genre,0.1
same_genre,0.04
same_genre,0.18
same_genre,0.18
same_genre,0.09
same_genre,0.09
same_genre,0.17
same_genre,0.02
same_genre,-0.01
same_genre,0.05
same_genre,-0.02
same_genre,0.19
same_genre,0.01
same_genre,0.14
same_genre,0.02
same_genre,0.03
same_genre,-0.04
same_genre,0.05
same_genre,0.05
same_genre,0.02
same_genre,0.08
same_genre,0.02
same_genre,0.15
same_genre,0.01
same_genre,0.09
same_genre,0.03
same_genre,0.03
same_genre,0.19
same_genre,0.01
same_genre,0
same_genre,0.11
same_genre,0.14
same_genre,0.11
same_genre,0.14
same_genre,0.13
same_genre,0.01
same_genre,0.08
same_genre,0.25
same_genre,-0.05
same_genre,0
same_genre,0.08
same_genre,0.04
same_genre,0.19
same_genre,0.15
same_genre,0.01
same_genre,0.01
same_genre,0.03
same_genre,0.06
same_genre,0.04
same_genre,0.17
same_genre,0.02
same_genre,0.17
same_genre,0.08
same_genre,0.1
same_genre,0.04
same_genre,0.06
same_genre,0.1
same_genre,0.01
same_genre,0.05
same_genre,0.07
same_genre,0.2
same_genre,0.04
same_genre,0
same_genre,0.11
same_genre,0.03
same_genre,0.18
same_genre,0.12
same_genre,0.03
same_genre,0.15
same_genre,0.04
same_genre,0.21
same_genre,0.15
same_genre,0.05
same_genre,0.12
same_genre,0
same_genre,0.05
same_genre,0.14
same_genre,0.28
same_genre,0.04
same_genre,0.16
same_genre,0.02
same_genre,0.12
same_genre,0.03
same_genre,0.14
same_genre,0.15
same_genre,0.2
same_genre,0.08
same_genre,0.14
same_genre,0.09
same_genre,0.08
same_genre,0.02
same_genre,0.07
same_genre,0.02
same_genre,0.01
same_genre,0.06
same_genre,0.02
same_genre,0
same_genre,0.02
same_genre,0.13
same_genre,0.01
same_genre,0.04
same_genre,0.01
same_genre,0.06
same_genre,0.17
same_genre,0.11
same_genre,0
same_genre,0.13
same_genre,0.06
same_genre,0.06
same_genre,0.01
same_genre,0.02
same_genre,0.1
same_genre,0.02
same_genre,0.05
same_genre,0.06
same_genre,0.03
same_genre,0.11
same_genre,0.17
same_genre,0.01
same_genre,0.16
same_genre,0.03
same_genre,0.22
same_genre,0.03
same_genre,0.02
same_genre,0.14
same_genre,0.19
same_genre,0.14
same_genre,0.04
same_genre,0.14
same_genre,0.16
same_genre,0.08
same_genre,0.12
same_genre,0.11
same_genre,0.07
same_genre,0.25
same_genre,0.04
same_genre,0.09
same_genre,0.3
same_genre,0.17
same_genre,0.32
same_genre,0.32
same_genre,0.06
same_genre,0.25
same_genre,0.08
same_genre,0.1
same_genre,0.17
same_genre,0.02
same_genre,0.15
same_genre,0.1
same_genre,0.14
same_genre,0.42
same_genre,0.04
same_genre,0.06
same_genre,0.25
same_genre,0.36
same_genre,0.08
same_genre,0.12
same_genre,0
same_genre,0.24
same_genre,0.04
same_genre,0.27
same_genre,0.28
same_genre,0.12
same_genre,-0.09
same_genre,0.31
same_genre,0.29
same_genre,0.07
same_genre,0.07
same_genre,0.05
same_genre,0
same_genre,0.05
same_genre,0.07
same_genre,0.14
same_genre,0.14
same_genre,0.04
same_genre,0.03
same_genre,0.07
same_genre,0.05
same_genre,0.19
same_genre,0.1
same_genre,0
same_genre,0.1
same_genre,0.12
same_genre,0.06
same_genre,0.08
same_genre,0.07
same_genre,0.01
same_genre,0
same_genre,0.11
same_genre,0.08
same_genre,0.07
same_genre,0.09
same_genre,0.06
same_genre,0.08
same_genre,0.01
same_genre,0.16
same_genre,0.1
same_genre,0.03
same_genre,0.11
same_genre,0.06
same_genre,0.26
same_genre,0
same_genre,0.08
same_genre,-0.02
same_genre,-0.04
same_genre,0.02
same_genre,-0.04
same_genre,0.04
same_genre,0.04
same_genre,0.03
same_genre,0.16
same_genre,0.09
same_genre,0.07
same_genre,0.03
same_genre,0.01
same_genre,0.03
same_genre,0.5
same_genre,0.1
same_genre,0.07
same_genre,0.15
same_genre,-0.04
same_genre,0.01
same_genre,0.2
same_genre,0.06
same_genre,0.01
same_genre,0.16
same_genre,0.03
same_genre,0.04
same_genre,0.07
same_genre,0.07
same_genre,0.02
same_genre,0.05
same_genre,0.01
same_genre,0.13
same_genre,0.1
same_genre,0.04
same_genre,0.1
same_genre,0.04
same_genre,0.19
same_genre,0.07
same_genre,0.02
same_genre,0.03
same_genre,0.11
same_genre,0.01
same_genre,0.06
same_genre,0.25
same_genre,0.06
same_genre,0.29
same_genre,0.03
same_genre,0.35
same_genre,0.02
same_genre,0.04
same_genre,0.22
same_genre,0.15
same_genre,0.1
same_genre,0.16
same_genre,0.08
same_genre,0.27
same_genre,0.1
same_genre,-0.03
same_genre,0.08
same_genre,0
same_genre,0
same_genre,0.18
same_genre,0.02
same_genre,0.03
same_genre,0.05
same_genre,-0.01
same_genre,0.01
same_genre,0.08
same_genre,0.01
same_genre,0.02
same_genre,-0.01
same_genre,0
same_genre,0.16
same_genre,0.12
same_genre,0.01
same_genre,0.03
same_genre,0.18
same_genre,0.12
same_genre,0
same_genre,0.08
same_genre,0.13
same_genre,0.12
same_genre,0.28
same_genre,0.03
same_genre,0.07
same_genre,0.05
same_genre,0.2
same_genre,0.12
same_genre,0.11
same_genre,0.1
same_genre,0.07
same_genre,0.17
same_genre,0.2
same_genre,0.08
same_genre,0.1
same_genre,0.13
same_genre,0.18
same_genre,0.07
same_genre,0.13
same_genre,0.24
same_genre,0.17
same_genre,0.06
same_genre,0.14
same_genre,0.2
same_genre,0.1
same_genre,0.11
same_genre,0.12
same_genre,0.21
same_genre,0.04
same_genre,0.15
same_genre,0.12
same_genre,0.07
same_genre,0.04
same_genre,0
same_genre,0.1
same_genre,0.17
same_genre,0.09
same_genre,-0.01
same_genre,0.2
same_genre,0.02
same_genre,0.19
same_genre,0.14
same_genre,0.19
same_genre,0.17
same_genre,0.11
same_genre,-0.03
same_genre,0.23
same_genre,0.3
same_genre,0.05
same_genre,0.04
same_genre,0.09
same_genre,0.03
same_genre,0.13
same_genre,0.05
same_genre,0.04
same_genre,0.05
same_genre,0.01
same_genre,0.02
same_genre,0.02
same_genre,0.02
same_genre,0.04
same_genre,0.02
same_genre,0.11
same_genre,0.02
same_genre,0
same_genre,0.04
same_genre,0.06
same_genre,0.15
same_genre,0.02
same_genre,0.01
same_genre,0.14
same_genre,0.14
same_genre,0.03
same_genre,0.13
same_genre,0.05
same_genre,0.07
same_genre,0.05
same_genre,0.12
same_genre,-0.04
same_genre,-0.02
same_genre,0.12
same_genre,0.12
same_genre,0.05
same_genre,0.11
same_genre,0.03
same_genre,0.17
same_genre,0.16
same_genre,0.1
same_genre,0.16
same_genre,0.11
same_genre,0.05
same_genre,0.26
same_genre,0.2
same_genre,0.05
same_genre,0.12
same_genre,0.07
same_genre,0.07
same_genre,0
same_genre,0.22
same_genre,0.07
same_genre,0.2
same_genre,0.14
same_genre,0.23
same_genre,-0.01
same_genre,0.29
same_genre,0.17
same_genre,0
same_genre,0.07
same_genre,0.03
same_genre,0.36
same_genre,-0.01
same_genre,0.23
same_genre,0.01
same_genre,0.02
same_genre,0.19
same_genre,0.13
same_genre,0.09
same_genre,0.09
same_genre,0.08
same_genre,0.09
same_genre,0.07
same_genre,0.04
same_genre,0.08
same_genre,0.05
same_genre,0.06
same_genre,0.08
same_genre,-0.02
same_genre,0.1
same_genre,0.08
same_genre,0.05
same_genre,0.04
same_genre,0
same_genre,0.22
same_genre,0.03
same_genre,0
same_genre,0.25
same_genre,0.1
same_genre,0.1
same_genre,0.18
same_genre,0.11
same_genre,0.14
same_genre,0.05
same_genre,0.33
same_genre,0.12
same_genre,0.11
same_genre,0
same_genre,0.11
same_genre,0.15
same_genre,0.09
same_genre,0.07
same_genre,0
same_genre,0.04
same_genre,0.21
same_genre,0.14
same_genre,0.19
same_genre,0.17
same_genre,0.07
same_genre,0.19
same_genre,0.09
same_genre,0.09
same_genre,0
same_genre,0.15
same_genre,0.15
same_genre,-0.01
same_genre,0.03
same_genre,0.02
same_genre,0.02
same_genre,0.22
same_genre,0.19
same_genre,0.01
same_genre,0.02
same_genre,0.12
same_genre,0.2
same_genre,0.22
same_genre,0.13
same_genre,0.25
same_genre,-0.08
same_genre,0.06
same_genre,-0.03
same_genre,0.12
same_genre,0.3
same_genre,0.12
same_genre,0.13
same_genre,0.09
same_genre,0.17
same_genre,0.06
different_genres,0.02
different_genres,0.03
different_genres,-0.02
different_genres,-0.01
different_genres,0.05
different_genres,0.03
different_genres,0.07
different_genres,0
different_genres,-0.02
different_genres,0.05
different_genres,0.15
different_genres,0.27
different_genres,0.11
different_genres,-0.02
different_genres,-0.02
different_genres,0.03
different_genres,0.02
different_genres,0.09
different_genres,0.1
different_genres,0
different_genres,0.03
different_genres,0.04
different_genres,0.14
different_genres,0.02
different_genres,0.01
different_genres,-0.01
different_genres,0.03
different_genres,0.03
different_genres,0.02
different_genres,-0.02
different_genres,-0.01
different_genres,-0.02
different_genres,-0.01
different_genres,0.01
different_genres,-0.04
different_genres,-0.01
different_genres,0.02
different_genres,0.05
different_genres,0.02
different_genres,0.03
different_genres,-0.02
different_genres,-0.02
different_genres,0.03
different_genres,0.15
different_genres,0.15
different_genres,0.01
different_genres,0.01
different_genres,-0.01
different_genres,0
different_genres,0.02
different_genres,0.02
different_genres,0.27
different_genres,0.11
different_genres,0.24
different_genres,0.01
different_genres,0.18
different_genres,0.03
different_genres,-0.01
different_genres,-0.01
different_genres,0.02
different_genres,0.07
different_genres,0
different_genres,-0.03
different_genres,-0.05
different_genres,-0.05
different_genres,0.19
different_genres,-0.01
different_genres,0.06
different_genres,0.02
different_genres,0.07
different_genres,-0.04
different_genres,0.24
different_genres,0.01
different_genres,0.02
different_genres,0.03
different_genres,0.05
different_genres,0.12
different_genres,0.02
different_genres,0.03
different_genres,-0.02
different_genres,0.08
different_genres,0.4
different_genres,0.16
different_genres,-0.01
different_genres,-0.15
different_genres,0
different_genres,0.05
different_genres,0.08
different_genres,0.13
different_genres,0.06
different_genres,0.04
different_genres,0.05
different_genres,0.03
different_genres,0.03
different_genres,0
different_genres,-0.01
different_genres,0
different_genres,0
different_genres,0.28
different_genres,0.03
different_genres,0.06
different_genres,0.19
different_genres,-0.01
different_genres,0.21
different_genres,0.07
different_genres,0.12
different_genres,0.13
different_genres,0.04
different_genres,0.02
different_genres,0.03
different_genres,0.04
different_genres,0.16
different_genres,0.09
different_genres,0
different_genres,0.02
different_genres,0.06
different_genres,-0.02
different_genres,0.04
different_genres,0.01
different_genres,0.03
different_genres,0.04
different_genres,0.3
different_genres,0.02
different_genres,0.14
different_genres,0.09
different_genres,0.01
different_genres,0.1
different_genres,0.03
different_genres,0.05
different_genres,0.08
different_genres,0.14
different_genres,0.01
different_genres,0.14
different_genres,0.02
different_genres,0.17
different_genres,0.23
different_genres,0.11
different_genres,0.06
different_genres,0.18
different_genres,0.07
different_genres,0.07
different_genres,0.09
different_genres,-0.03
different_genres,0.08
different_genres,0.08
different_genres,0.07
different_genres,0.01
different_genres,-0.01
different_genres,0.08
different_genres,-0.03
different_genres,0.03
different_genres,0
different_genres,0.04
different_genres,-0.01
different_genres,0.05
different_genres,0.1
different_genres,0.04
different_genres,0.08
different_genres,0.08
different_genres,0.05
different_genres,0.04
different_genres,0.06
different_genres,0.06
different_genres,0.08
different_genres,0.06
different_genres,0.1
different_genres,0.03
different_genres,0.09
different_genres,-0.02
different_genres,0.25
different_genres,0.14
different_genres,0.05
different_genres,0.14
different_genres,0.04
different_genres,-0.01
different_genres,0.05
different_genres,-0.01
different_genres,0.01
different_genres,0.03
different_genres,0.05
different_genres,-0.06
different_genres,0.02
different_genres,-0.05
different_genres,0.03
different_genres,0.07
different_genres,0.05
different_genres,0.07
different_genres,0.02
different_genres,0.03
different_genres,0.14
different_genres,0.1
different_genres,0.06
different_genres,-0.06
different_genres,0.02
different_genres,-0.04
different_genres,0.06
different_genres,0.05
different_genres,-0.02
different_genres,-0.01
different_genres,0.02
different_genres,0.22
different_genres,0.1
different_genres,0.12
different_genres,0.11
different_genres,0.19
different_genres,0.14
different_genres,0.39
different_genres,0.01
different_genres,0.06
different_genres,0.23
different_genres,0.32
different_genres,0.23
different_genres,0.24
different_genres,0.05
different_genres,0.03
different_genres,0.07
different_genres,0
different_genres,0.33
different_genres,0.12
different_genres,0.07
different_genres,0.15
different_genres,0.1
different_genres,0.08
different_genres,0.07
different_genres,0.1
different_genres,0.05
different_genres,0.35
different_genres,0.23
different_genres,0.14
different_genres,-0.02
different_genres,0.16
different_genres,0.1
different_genres,0.15
different_genres,0.03
different_genres,0.03
different_genres,0.03
different_genres,0.08
different_genres,0.1
different_genres,0.2
different_genres,0.25
different_genres,0.03
different_genres,0.1
different_genres,0.07
different_genres,0.46
different_genres,0.33
different_genres,0.2
different_genres,-0.02
different_genres,0.14
different_genres,0.09
different_genres,0.16
different_genres,0.11
different_genres,0.19
different_genres,0.05
different_genres,0.08
different_genres,0.09
different_genres,0.18
different_genres,0.27
different_genres,0.03
different_genres,0.05
different_genres,0.19
different_genres,0.19
different_genres,0.15
different_genres,0.24
different_genres,0.1
different_genres,0.16
different_genres,0.04
different_genres,0.05
different_genres,0.19
different_genres,0.08
different_genres,0.06
different_genres,0.15
different_genres,0.2
different_genres,0.05
different_genres,0.05
different_genres,0.18
different_genres,0.06
different_genres,0.21
different_genres,0.16
different_genres,0.05
different_genres,0.04
different_genres,0.09
different_genres,0.09
different_genres,0.22
different_genres,0.04
different_genres,0.19
different_genres,0.13
different_genres,0.15
different_genres,0.08
different_genres,0.19
different_genres,0.2
different_genres,0.06
different_genres,0.05
different_genres,0.25
different_genres,0.28
different_genres,0.32
different_genres,0.09
different_genres,0
different_genres,0.06
different_genres,0.05
different_genres,0.16
different_genres,0.07
different_genres,0.05
different_genres,0.03
different_genres,0.07
different_genres,0.01
different_genres,0.04
different_genres,0.05
different_genres,0.09
different_genres,0.04
different_genres,0.04
different_genres,0.05
different_genres,0.1
different_genres,0.09
different_genres,-0.02
different_genres,0.01
different_genres,0.05
different_genres,0
different_genres,0.04
different_genres,0.37
different_genres,0.02
different_genres,0.05
different_genres,0.04
different_genres,0.07
different_genres,0.04
different_genres,0.04
different_genres,0.02
different_genres,0.1
different_genres,0.04
different_genres,0.03
different_genres,-0.01
different_genres,0.14
different_genres,-0.02
different_genres,0.07
different_genres,-0.03
different_genres,0.02
different_genres,0.47
different_genres,0.02
different_genres,0.06
different_genres,0.04
different_genres,0.09
different_genres,-0.01
different_genres,0.06
different_genres,-0.04
different_genres,0.08
different_genres,0.06
different_genres,0
different_genres,0.01
different_genres,-0.02
different_genres,0.01
different_genres,0.06
different_genres,0.02
different_genres,0.34
different_genres,0.08
different_genres,0.23
different_genres,-0.03
different_genres,0.27
different_genres,-0.02
different_genres,0.11
different_genres,-0.02
different_genres,0.01
different_genres,0.01
different_genres,0.07
different_genres,0.07
different_genres,0.12
different_genres,-0.11
different_genres,0.02
different_genres,0.05
different_genres,0.04
different_genres,0.01
different_genres,0.05
different_genres,0.04
different_genres,0.23
different_genres,0.02
different_genres,0.02
different_genres,0.02
different_genres,0
different_genres,0.02
different_genres,-0.03
different_genres,0.01
different_genres,0.13
different_genres,0
different_genres,0.08
different_genres,0.14
different_genres,-0.02
different_genres,0.14
different_genres,0.14
different_genres,0.27
different_genres,0.16
different_genres,0.18
different_genres,0.05
different_genres,0.07
different_genres,-0.02
different_genres,0.22
different_genres,0.03
different_genres,0
different_genres,-0.03
different_genres,0
different_genres,0.02
different_genres,0.05
different_genres,0.03
different_genres,0.04
different_genres,0.15
different_genres,0.1
different_genres,0.29
different_genres,0
different_genres,0.03
different_genres,0.04
different_genres,0.08
different_genres,0.09
different_genres,-0.01
different_genres,0.02
different_genres,0.05
different_genres,-0.03
different_genres,0.04
different_genres,-0.03
different_genres,0.01
different_genres,0.09
different_genres,0.03
different_genres,-0.01
different_genres,0.3
different_genres,0
different_genres,0.1
different_genres,0.08
different_genres,-0.06
different_genres,0.12
different_genres,0.01
different_genres,0.06
different_genres,0.01
different_genres,0.03
different_genres,-0.03
different_genres,0.01
different_genres,0.14
different_genres,0.13
different_genres,0.09
different_genres,0.02
different_genres,-0.01
different_genres,0.05
different_genres,0.04
different_genres,0.03
different_genres,0
different_genres,0.01
different_genres,-0.01
different_genres,-0.04
different_genres,0
different_genres,-0.05
different_genres,0.06
different_genres,-0.02
different_genres,0.01
different_genres,-0.01
different_genres,-0.01
different_genres,0.19
different_genres,0.11
different_genres,0.1
different_genres,0.09
different_genres,0.1
different_genres,0.15
different_genres,0.25
different_genres,0
different_genres,0.07
different_genres,0.25
different_genres,0.12
different_genres,0.19
different_genres,0.31
different_genres,0.01
different_genres,0.05
different_genres,0.05
different_genres,-0.02
different_genres,0.21
different_genres,0.03
different_genres,0.02
different_genres,0.19
different_genres,0.01
different_genres,0.12
different_genres,0.05
different_genres,0.02
different_genres,0.04
different_genres,0.17
different_genres,0.14
different_genres,0.02
different_genres,0.07
different_genres,0.06
different_genres,0.07
different_genres,0.05
different_genres,-0.02
different_genres,0.08
different_genres,-0.05
different_genres,0
different_genres,0.02
different_genres,0.1
different_genres,0.21
different_genres,0.02
different_genres,0.08
different_genres,0.08
different_genres,0.32
different_genres,0.19
different_genres,0.19
different_genres,-0.02
different_genres,0.08
different_genres,0.07
different_genres,0.04
different_genres,0.02
different_genres,0.11
different_genres,0.21
different_genres,0.12
different_genres,0.06
different_genres,0.13
different_genres,0.05
different_genres,-0.03
different_genres,0.24
different_genres,0.01
different_genres,0.07
different_genres,0.02
different_genres,-0.02
different_genres,0.04
different_genres,-0.07
different_genres,0.1
different_genres,-0.02
different_genres,0.11
different_genres,0.02
different_genres,0.05
different_genres,0
different_genres,0.2
different_genres,0
different_genres,0.11
different_genres,0.21
different_genres,0.49
different_genres,0.09
different_genres,0.11
different_genres,-0.01
different_genres,0.03
different_genres,0.04
different_genres,-0.01
different_genres,0.14
different_genres,0.02
different_genres,0.06
different_genres,0.06
different_genres,0.04
different_genres,0.12
different_genres,0.1
different_genres,0
different_genres,0.08
different_genres,0.04
different_genres,0.02
different_genres,0.04
different_genres,0
different_genres,0.05
different_genres,0.02
different_genres,0.06
different_genres,0.08
different_genres,0.03
different_genres,0.05
different_genres,0.2
different_genres,0.02
different_genres,0.06
different_genres,0.05
different_genres,0.11
different_genres,0.21
different_genres,-0.03
different_genres,-0.04
different_genres,0.03
different_genres,0.15
different_genres,-0.01
different_genres,0.18
different_genres,0.05
different_genres,0.02
different_genres,0
different_genres,0.05
different_genres,0.01
different_genres,0.1
different_genres,-0.03
different_genres,-0.01
different_genres,0.1
different_genres,-0.02
different_genres,0
different_genres,0.09
different_genres,-0.01
different_genres,0.26
different_genres,0.1
different_genres,0.06
different_genres,-0.1
different_genres,0.1
different_genres,0.05
different_genres,0.1
different_genres,0.01
different_genres,-0.01
different_genres,0.08
different_genres,0.07
different_genres,0
different_genres,0.14
different_genres,0.15
different_genres,0.01
different_genres,0.14
different_genres,0.08
different_genres,0.22
different_genres,0.14
different_genres,0.19
different_genres,0.02
different_genres,0.21
different_genres,0.08
different_genres,0.05
different_genres,0.06
different_genres,0.12
different_genres,0
different_genres,0.04
different_genres,0.04
different_genres,0.11
different_genres,0.25
different_genres,0.02
different_genres,0.05
different_genres,0.11
different_genres,0.01
different_genres,0.13
different_genres,0.19
different_genres,0.07
different_genres,0.11
different_genres,0.02
different_genres,0.01
different_genres,0.1
different_genres,0.07
different_genres,0.02
different_genres,0.12
different_genres,0.09
different_genres,0.09
different_genres,0.16
different_genres,0.04
different_genres,-0.01
different_genres,0.1
different_genres,0.04
different_genres,-0.03
different_genres,0.04
different_genres,0.18
different_genres,-0.02
different_genres,0.06
different_genres,0.03
different_genres,0.03
different_genres,0.02
different_genres,0.11
different_genres,0.05
different_genres,0.18
different_genres,0.24
different_genres,-0.02
different_genres,0.08
different_genres,0.01
different_genres,0.27
different_genres,0.32
different_genres,0.07
different_genres,0.03
different_genres,-0.03
